fecha,precio_actual,real,pred_transformer,pred_std,baseline_naive,err_transformer,err_naive
2025-08-08,289.37,288.76,291.2395991499443,0.9216783430426858,289.37,-2.479599149944306,-0.6100000000000136
2025-08-11,294.26,289.56,295.8601740018046,0.9039714488409345,294.26,-6.300174001804578,-4.699999999999989
2025-08-12,291.37,292.85,293.09883229427976,0.84708077663322,291.37,-0.24883229427973674,1.4800000000000182
2025-08-13,291.35,290.53,293.00952133756596,0.7897115719202361,291.35,-2.479521337565984,-0.82000000000005
2025-08-14,286.94,294.16,288.7090807702299,1.111249159527972,286.94,5.450919229770136,7.220000000000027
2025-08-15,288.76,290.49,290.61289635696915,0.941953845857654,288.76,-0.12289635696913592,1.7300000000000182
2025-08-18,289.56,291.53,291.08619392048564,0.9039502853807448,289.56,0.4438060795143315,1.9699999999999704
2025-08-19,292.85,290.66,294.5792210664787,1.1182403639657537,292.85,-3.9192210664786558,-2.1899999999999977
2025-08-20,290.53,292.24,292.1129905202612,0.7786079042963934,290.53,0.12700947973883103,1.7100000000000364
2025-08-21,294.16,291.47,295.7361969927559,0.9060392267187467,294.16,-4.266196992755852,-2.6899999999999977
2025-08-22,290.49,296.24,292.2995899028471,0.9581575669906783,290.49,3.940410097152892,5.75
2025-08-25,291.53,294.9,293.1242764886841,0.8853887391602484,291.53,1.7757235113159027,3.3700000000000045
